evidence_id,value,source_file,source_sha256,selector_kind,selector_json,input_unit,output_unit,aggregation,aggregation_parameters_json,eligibility
table4.create_workspace.none.c1.daemon_rss_bytes,25.5,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:2f8ff3901a35439793e55958d898b63fb9010bc2f1c016a59d688b9b9157f2fd"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c1.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:2f8ff3901a35439793e55958d898b63fb9010bc2f1c016a59d688b9b9157f2fd"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c1.sandbox_block_write_bytes,0.0108203125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:2f8ff3901a35439793e55958d898b63fb9010bc2f1c016a59d688b9b9157f2fd"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c1.sandbox_cpu_time_ns,30.4712,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:2f8ff3901a35439793e55958d898b63fb9010bc2f1c016a59d688b9b9157f2fd"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.create_workspace.none.c1.sandbox_memory_peak_bytes,28.171875,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:2f8ff3901a35439793e55958d898b63fb9010bc2f1c016a59d688b9b9157f2fd"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c1.upperdir_bytes,0.00390625,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:2f8ff3901a35439793e55958d898b63fb9010bc2f1c016a59d688b9b9157f2fd"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c5.daemon_rss_bytes,34.125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:46dca2a11cd160fb27148faef398b025082c5a87cbdf187c58b26045fac29c21"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c5.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:46dca2a11cd160fb27148faef398b025082c5a87cbdf187c58b26045fac29c21"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c5.sandbox_block_write_bytes,0.027070312499999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:46dca2a11cd160fb27148faef398b025082c5a87cbdf187c58b26045fac29c21"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c5.sandbox_cpu_time_ns,79.501660000000001,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:46dca2a11cd160fb27148faef398b025082c5a87cbdf187c58b26045fac29c21"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.create_workspace.none.c5.sandbox_memory_peak_bytes,43.52734375,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:46dca2a11cd160fb27148faef398b025082c5a87cbdf187c58b26045fac29c21"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.create_workspace.none.c5.upperdir_bytes,0.01953125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:46dca2a11cd160fb27148faef398b025082c5a87cbdf187c58b26045fac29c21"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c1.daemon_rss_bytes,13.875,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:49abffc1163b5d9c8d96c8c091f2a31d46f8303444af6d2b9a78ea9a4e92b8f5"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c1.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:49abffc1163b5d9c8d96c8c091f2a31d46f8303444af6d2b9a78ea9a4e92b8f5"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c1.sandbox_block_write_bytes,0.001171875,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:49abffc1163b5d9c8d96c8c091f2a31d46f8303444af6d2b9a78ea9a4e92b8f5"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c1.sandbox_cpu_time_ns,35.003349999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:49abffc1163b5d9c8d96c8c091f2a31d46f8303444af6d2b9a78ea9a4e92b8f5"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.exec_command.noop.c1.sandbox_memory_peak_bytes,20.03125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:49abffc1163b5d9c8d96c8c091f2a31d46f8303444af6d2b9a78ea9a4e92b8f5"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c1.upperdir_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:49abffc1163b5d9c8d96c8c091f2a31d46f8303444af6d2b9a78ea9a4e92b8f5"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c5.daemon_rss_bytes,13.125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:328ad82e72b0d80ac2466f6d7b8610fb125d828ea73a4efc98c7bb317beeab6d"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c5.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:328ad82e72b0d80ac2466f6d7b8610fb125d828ea73a4efc98c7bb317beeab6d"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c5.sandbox_block_write_bytes,0.0026171875000000002,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:328ad82e72b0d80ac2466f6d7b8610fb125d828ea73a4efc98c7bb317beeab6d"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c5.sandbox_cpu_time_ns,63.077289999999998,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:328ad82e72b0d80ac2466f6d7b8610fb125d828ea73a4efc98c7bb317beeab6d"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.exec_command.noop.c5.sandbox_memory_peak_bytes,21.5546875,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:328ad82e72b0d80ac2466f6d7b8610fb125d828ea73a4efc98c7bb317beeab6d"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.exec_command.noop.c5.upperdir_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:328ad82e72b0d80ac2466f6d7b8610fb125d828ea73a4efc98c7bb317beeab6d"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_edit.262144.c5.daemon_rss_bytes,62.6015625,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_edit.262144.c5.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_edit.262144.c5.sandbox_block_write_bytes,1.2505859374999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_edit.262144.c5.sandbox_cpu_time_ns,148.73233999999999,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.file_edit.262144.c5.sandbox_memory_peak_bytes,66.71484375,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_edit.262144.c5.upperdir_bytes,1.2578125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:ae045e86ae9a922cccd9f5820ba8a29db3155f5c9d8eb81129b6a3de48f7daab"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_read.262144.c5.daemon_rss_bytes,14.47265625,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_read.262144.c5.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_read.262144.c5.sandbox_block_write_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_read.262144.c5.sandbox_cpu_time_ns,38.43103,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.file_read.262144.c5.sandbox_memory_peak_bytes,14.9765625,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_read.262144.c5.upperdir_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:36ce0418b24fc3acb183f7cc8c35d1a66f76dcab3aa1e6050c02a6b99f5f0603"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_write.262144.c5.daemon_rss_bytes,51.04296875,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""daemon_rss_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_write.262144.c5.sandbox_block_read_bytes,0,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_read_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_write.262144.c5.sandbox_block_write_bytes,1.2506250000000001,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""sandbox_block_write_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_write.262144.c5.sandbox_cpu_time_ns,95.115210000000005,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""sandbox_cpu_time_ns"",""trial_scope"":""reportable_measured""}",nanoseconds,milliseconds,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1000000}",frozen_final_candidate
table4.file_write.262144.c5.sandbox_memory_peak_bytes,54.26953125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""sandbox_memory_peak_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,maximum,"{""denominator"":null,""unit_divisor"":1048576}",frozen_final_candidate
table4.file_write.262144.c5.upperdir_bytes,1.2578125,report.json,sha256:ebea3dc4119919969370897b64ea004cbc9555e3403463bc44cba534461d2982,archive-json,"{""artifact"":""report.json"",""cell_id"":""sha256:bc22c4d681e3996f98d860c08a3bdc58b7cdb1152be031dcd9f213db570e7aaa"",""field"":""raw_points[].value"",""metric_id"":""upperdir_bytes"",""trial_scope"":""reportable_measured""}",bytes,MiB,arithmetic_mean,"{""denominator"":100,""unit_divisor"":1048576}",frozen_final_candidate
